,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
1423,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,20,18,1634,18.2,0,1,1,0,0,0,5,0,0.3,0.3,1,1.3,29,50,24,0,0.06,0.06,0,0.06,0.02,0.06,0.07,0.02,0.07,Matches
1424,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1425,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,30,1991,32,30,2707,30.1,6,9,15,6,0,0,2,0,12.6,12.6,8,20.6,96,134,229,0.2,0.3,0.5,0.2,0.5,0.42,0.27,0.68,0.42,0.68,Matches
1426,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,18,7,748,8.3,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.7,3,46,10,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches
1427,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,1997,16,5,453,5,1,1,2,1,0,0,0,0,1.6,1.6,0.6,2.2,11,8,25,0.2,0.2,0.4,0.2,0.4,0.31,0.13,0.43,0.31,0.43,Matches
1428,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.38,0.38,0.38,Matches
1429,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,28,25,2103,23.4,1,3,4,1,0,0,4,0,2.2,2.2,3.2,5.4,40,277,38,0.04,0.13,0.17,0.04,0.17,0.09,0.14,0.23,0.09,0.23,Matches
1430,Florian Krüger,de GER,"FW,MF",Arminia,de Bundesliga,22,1999,27,12,1129,12.5,1,2,3,1,0,0,0,0,1.2,1.2,1.3,2.4,21,19,72,0.08,0.16,0.24,0.08,0.24,0.1,0.1,0.2,0.1,0.2,Matches
1431,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29,29,2610,29,0,0,0,0,0,0,1,0,0,0,0.6,0.6,0,1,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
1432,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,27,1993,28,15,1416,15.7,0,1,1,0,0,0,2,0,0.7,0.7,1.7,2.4,20,48,54,0,0.06,0.06,0,0.06,0.05,0.11,0.15,0.05,0.15,Matches
1433,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,33,1988,14,14,1128,12.5,7,1,8,5,2,2,0,0,6.1,4.6,1.8,6.4,24,49,90,0.56,0.08,0.64,0.4,0.48,0.49,0.15,0.63,0.36,0.51,Matches
1434,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,33,1988,16,16,1270,14.1,5,4,9,2,3,3,1,0,4.6,2.2,4.1,6.3,18,62,90,0.35,0.28,0.64,0.14,0.43,0.32,0.29,0.62,0.16,0.45,Matches
1435,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,28,1992,29,27,2327,25.9,2,0,2,2,0,0,2,0,1.5,1.5,1,2.6,20,89,68,0.08,0,0.08,0.08,0.08,0.06,0.04,0.1,0.06,0.1,Matches
1436,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,es La Liga,20,2001,28,17,1605,17.8,1,0,1,1,0,0,4,0,2.8,2.8,3,5.7,65,68,107,0.06,0,0.06,0.06,0.06,0.15,0.17,0.32,0.15,0.32,Matches
1437,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,26,22,1920,21.3,1,1,2,1,0,0,5,1,3.2,3.2,0.9,4.1,21,60,31,0.05,0.05,0.09,0.05,0.09,0.15,0.04,0.19,0.15,0.19,Matches
1438,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
1439,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,21,2000,18,14,1261,14,5,8,13,5,0,0,3,0,2.7,2.7,3.4,6.2,51,35,100,0.36,0.57,0.93,0.36,0.93,0.2,0.25,0.44,0.2,0.44,Matches
1440,Dejan Kulusevski,se SWE,"FW,MF",Juventus,it Serie A,21,2000,20,5,772,8.6,1,3,4,1,0,0,1,0,1.7,1.7,1.2,2.9,24,24,89,0.12,0.35,0.47,0.12,0.47,0.2,0.14,0.34,0.2,0.34,Matches
1441,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,17,13,1025,11.4,0,0,0,0,0,0,6,0,0.8,0.8,0.1,0.9,5,31,0,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,Matches
1442,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,22,13,1260,14,0,0,0,0,0,0,9,0,0.4,0.4,0.3,0.7,4,58,8,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
1443,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,29,22,2002,22.2,1,0,1,1,0,0,6,1,0.3,0.3,1.8,2.1,37,106,38,0.04,0,0.04,0.04,0.04,0.01,0.08,0.09,0.01,0.09,Matches
1444,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,14,4,396,4.4,0,1,1,0,0,0,1,0,1.9,1.9,1.1,3,0,7,32,0,0.23,0.23,0,0.23,0.42,0.26,0.68,0.42,0.68,Matches
1445,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Sassuolo,it Serie A,25,1996,29,22,1975,21.9,0,5,5,0,0,0,6,1,1.1,1.1,4.5,5.6,78,62,114,0,0.23,0.23,0,0.23,0.05,0.21,0.26,0.05,0.26,Matches
1446,Andrea La Mantia,it ITA,"FW,MF",Empoli,it Serie A,30,1991,18,3,488,5.4,2,0,2,2,0,0,0,0,1.8,1.8,0.5,2.4,3,7,30,0.37,0,0.37,0.37,0.37,0.34,0.1,0.44,0.34,0.44,Matches
1447,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,1994,4,4,341,3.8,3,0,3,3,0,0,1,0,1.6,1.6,0.5,2.1,7,7,25,0.79,0,0.79,0.79,0.79,0.43,0.13,0.57,0.43,0.57,Matches
1448,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,34,32,2729,30.3,12,8,20,10,2,2,1,0,14.9,13.3,5.1,18.4,38,54,211,0.4,0.26,0.66,0.33,0.59,0.49,0.17,0.66,0.44,0.61,Matches
1449,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,30,20,1782,19.8,4,7,11,2,2,3,0,0,8.4,6,3,9.1,19,52,106,0.2,0.35,0.56,0.1,0.45,0.42,0.15,0.58,0.3,0.46,Matches
1450,Tom Lacoux,fr FRA,"DF,MF",Bordeaux,fr Ligue 1,19,2002,13,11,907,10.1,0,0,0,0,0,0,5,0,0,0,0.3,0.4,8,27,14,0,0,0,0,0,0,0.03,0.04,0,0.04,Matches
1451,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,3,2,200,2.2,0,1,1,0,0,0,0,0,0.1,0.1,0.4,0.5,0,4,1,0,0.45,0.45,0,0.45,0.05,0.16,0.21,0.05,0.21,Matches
1452,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,29,29,2491,27.7,0,0,0,0,0,0,5,3,1.5,1.5,0.9,2.3,17,117,12,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches
1453,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38,38,3420,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1454,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,34,34,3042,33.8,3,2,5,3,0,0,9,0,2,2,0.9,2.9,2,72,3,0.09,0.06,0.15,0.09,0.15,0.06,0.03,0.09,0.06,0.09,Matches
1455,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,26,15,1240,13.8,4,4,8,4,0,0,2,0,2.4,2.4,2.4,4.7,34,64,53,0.29,0.29,0.58,0.29,0.58,0.17,0.17,0.34,0.17,0.34,Matches
1456,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,21,19,1471,16.3,1,2,3,1,0,0,2,0,0.7,0.7,2.1,2.8,23,58,76,0.06,0.12,0.18,0.06,0.18,0.05,0.14,0.18,0.05,0.18,Matches
1457,Diego Lainez,mx MEX,FW,Betis,es La Liga,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,4,3,11,0,0,0,0,0,0.06,0.23,0.3,0.06,0.3,Matches
1458,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,24,18,1561,17.3,0,1,1,0,0,0,4,0,1.1,1.1,0.9,2,17,76,47,0,0.06,0.06,0,0.06,0.06,0.05,0.11,0.06,0.11,Matches
1459,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13,13,1168,13,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,6,19,3,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
1460,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,29,1992,20,10,1015,11.3,5,2,7,5,0,0,5,0,3.1,3.1,1.7,4.8,26,62,90,0.44,0.18,0.62,0.44,0.62,0.27,0.15,0.42,0.27,0.42,Matches
1461,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,32,27,2413,26.8,14,5,19,12,2,3,1,0,14.4,11.9,4.1,16,28,55,147,0.52,0.19,0.71,0.45,0.63,0.54,0.15,0.69,0.44,0.6,Matches
1462,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,9,8,605,6.7,3,0,3,3,0,0,2,0,2.3,2.3,0.3,2.5,21,6,63,0.45,0,0.45,0.45,0.45,0.34,0.04,0.38,0.34,0.38,Matches
1463,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,24,1997,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,Matches
1464,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,de Bundesliga,24,1997,15,5,517,5.7,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,2,16,27,0.17,0,0.17,0.17,0.17,0.19,0.03,0.21,0.19,0.21,Matches
1465,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,20,2000,30,16,1561,17.3,0,2,2,0,0,0,4,0,0.8,0.8,2.6,3.4,81,36,153,0,0.12,0.12,0,0.12,0.05,0.15,0.2,0.05,0.2,Matches
1466,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,28,1993,30,19,1786,19.8,5,3,8,2,3,3,2,0,3.7,1.3,2.4,3.7,29,119,57,0.25,0.15,0.4,0.1,0.25,0.19,0.12,0.31,0.07,0.19,Matches
1467,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,33,33,2828,31.4,4,0,4,4,0,0,5,1,4.9,4.9,0.6,5.5,51,271,8,0.13,0,0.13,0.13,0.13,0.16,0.02,0.18,0.16,0.18,Matches
1468,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,33,33,2891,32.1,2,0,2,2,0,0,7,0,1.9,1.9,0.5,2.5,12,82,2,0.06,0,0.06,0.06,0.06,0.06,0.02,0.08,0.06,0.08,Matches
1469,Yasser Larouci,fr FRA,DF,Troyes,fr Ligue 1,20,2001,12,2,341,3.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,23,14,16,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches
1470,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,it Serie A,28,1992,28,11,1184,13.2,2,4,6,2,0,0,1,0,3.3,3.3,2.1,5.4,26,28,104,0.15,0.3,0.46,0.15,0.46,0.25,0.16,0.41,0.25,0.41,Matches
1471,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,26,22,2058,22.9,1,0,1,1,0,0,5,0,0.9,0.9,0.4,1.3,0,18,5,0.04,0,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,Matches
1472,Bryan Lasme,fr FRA,FW,Arminia,de Bundesliga,22,1998,23,7,877,9.7,2,0,2,2,0,0,2,0,0.8,0.8,0.4,1.2,21,7,67,0.21,0,0.21,0.21,0.21,0.08,0.04,0.12,0.08,0.12,Matches
1473,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,15,9,847,9.4,0,1,1,0,0,0,1,0,0.4,0.4,1.1,1.5,8,34,11,0,0.11,0.11,0,0.11,0.04,0.12,0.16,0.04,0.16,Matches
1474,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,1,0,0,0,0,0,0.64,0,0.64,0.64,0.64,Matches
1475,Toni Lato,es ESP,DF,Valencia,es La Liga,23,1997,11,7,590,6.6,0,1,1,0,0,0,5,0,0,0,0.5,0.5,8,29,17,0,0.15,0.15,0,0.15,0,0.08,0.08,0,0.08,Matches
1476,Armand Lauriente,fr FRA,"FW,MF",Lorient,fr Ligue 1,22,1998,35,28,2477,27.5,6,2,8,5,1,1,5,0,7.5,6.7,4,10.8,89,66,194,0.22,0.07,0.29,0.18,0.25,0.27,0.15,0.42,0.24,0.39,Matches
1477,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,1990,34,32,2766,30.7,1,7,8,1,0,0,2,0,2.9,2.9,6.3,9.2,101,174,243,0.03,0.23,0.26,0.03,0.26,0.09,0.2,0.3,0.09,0.3,Matches
1478,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,27,1993,31,16,1665,18.5,3,3,6,3,0,0,3,0,0.8,0.8,2.1,2.8,80,50,107,0.16,0.16,0.32,0.16,0.32,0.04,0.11,0.15,0.04,0.15,Matches
1479,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,18,2002,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
1480,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,23,1998,32,16,1446,16.1,5,3,8,5,0,0,0,0,3.7,3.7,2.6,6.3,39,18,127,0.31,0.19,0.5,0.31,0.5,0.23,0.16,0.39,0.23,0.39,Matches
1481,Enzo Le Fée,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,2000,36,25,2194,24.4,2,3,5,2,0,0,2,0,1.9,1.9,2.6,4.5,63,136,105,0.08,0.12,0.21,0.08,0.21,0.08,0.11,0.18,0.08,0.18,Matches
1482,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,31,1989,34,34,3060,34,1,1,2,1,0,0,1,0,1.4,1.4,1.9,3.3,62,166,147,0.03,0.03,0.06,0.03,0.06,0.04,0.06,0.1,0.04,0.1,Matches
1483,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,31,1989,12,9,860,9.6,1,1,2,1,0,0,4,0,0.3,0.3,0.1,0.4,2,28,1,0.1,0.1,0.21,0.1,0.21,0.03,0.01,0.04,0.03,0.04,Matches
1484,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,24,1996,37,37,3330,37,1,1,2,1,0,0,6,0,1.5,1.5,0.5,2,27,115,4,0.03,0.03,0.05,0.03,0.05,0.04,0.01,0.05,0.04,0.05,Matches
1485,Patrick Leal,us USA,FW,Venezia,it Serie A,18,2003,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1486,Rafael Leão,pt POR,FW,Milan,it Serie A,22,1999,34,31,2605,28.9,11,10,21,11,0,0,4,0,8.8,8.8,6.8,15.5,161,101,218,0.38,0.35,0.73,0.38,0.73,0.3,0.23,0.54,0.3,0.54,Matches
1487,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,27,27,2313,25.7,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1488,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38,38,3420,38,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1489,Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28,1993,33,27,2265,25.2,1,0,1,1,0,0,5,0,1.6,1.6,1.9,3.6,33,114,60,0.04,0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,Matches
1490,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,29,1991,23,4,474,5.3,1,0,1,1,0,0,0,0,1.1,1.1,0.9,1.9,8,6,21,0.19,0,0.19,0.19,0.19,0.2,0.17,0.37,0.2,0.37,Matches
1491,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,1998,19,17,1538,17.1,1,0,1,1,0,0,2,0,1.1,1.1,0.5,1.6,11,43,1,0.06,0,0.06,0.06,0.06,0.06,0.03,0.09,0.06,0.09,Matches
1492,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,35,19,1697,18.9,0,0,0,0,0,0,9,0,0.1,0.1,0.3,0.4,10,84,4,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches
1493,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,1991,30,30,2699,30,0,0,0,0,0,0,9,1,1.5,1.5,0.2,1.7,6,74,4,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
1494,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,1993,25,22,1925,21.4,0,2,2,0,0,0,3,0,0.1,0.1,2.3,2.5,52,84,72,0,0.09,0.09,0,0.09,0.01,0.11,0.11,0.01,0.11,Matches
1495,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,24,17,1440,16,4,5,9,4,0,0,2,0,3.4,3.4,3.3,6.8,54,95,92,0.25,0.31,0.56,0.25,0.56,0.21,0.21,0.42,0.21,0.42,Matches
1496,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1497,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,32,24,1967,21.9,2,0,2,2,0,0,7,1,2,2,0.4,2.3,35,93,30,0.09,0,0.09,0.09,0.09,0.09,0.02,0.11,0.09,0.11,Matches
1498,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,1987,21,13,1117,12.4,0,1,1,0,0,0,5,0,0.2,0.2,0.5,0.7,13,81,12,0,0.08,0.08,0,0.08,0.02,0.04,0.06,0.02,0.06,Matches
1499,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,19,2002,13,0,149,1.7,2,0,2,2,0,0,0,0,1.4,1.4,0.7,2.2,8,4,19,1.21,0,1.21,1.21,1.21,0.87,0.45,1.32,0.87,1.32,Matches
1500,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,2003,4,1,137,1.5,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
1501,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,1995,21,7,826,9.2,0,1,1,0,0,0,4,0,0.2,0.2,0.3,0.5,19,80,1,0,0.11,0.11,0,0.11,0.02,0.04,0.05,0.02,0.05,Matches
1502,Aaron Lennon,eng ENG,"MF,FW",Burnley,eng Premier League,34,1987,28,17,1551,17.2,2,0,2,2,0,0,2,0,1.1,1.1,0.5,1.6,38,19,77,0.12,0,0.12,0.12,0.12,0.06,0.03,0.09,0.06,0.09,Matches
1503,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1504,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,15,6,664,7.4,0,1,1,0,0,0,6,0,0.1,0.1,1,1.1,14,35,36,0,0.14,0.14,0,0.14,0.02,0.13,0.15,0.02,0.15,Matches
1505,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,24,7,626,7,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,4,24,8,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,Matches
1506,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1507,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,34,34,2946,32.7,35,3,38,30,5,5,2,0,33.2,29.3,4.4,33.7,46,81,268,1.07,0.09,1.16,0.92,1.01,1.01,0.13,1.15,0.9,1.03,Matches
1508,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,de Bundesliga,20,2001,33,22,1959,21.8,5,1,6,5,0,0,3,0,4,4,1.7,5.8,76,34,153,0.23,0.05,0.28,0.23,0.28,0.18,0.08,0.26,0.18,0.26,Matches
1509,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,5,4,262,2.9,0,0,0,0,0,0,1,0,0,0,0,0,3,7,7,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
1510,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,6,6,495,5.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1511,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,21,2000,1,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,3,0,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
1512,Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,18,2003,5,0,72,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,1,3,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches
1513,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,33,1988,33,23,2044,22.7,2,3,5,2,0,0,8,0,1.4,1.4,3,4.4,44,114,166,0.09,0.13,0.22,0.09,0.22,0.06,0.13,0.19,0.06,0.19,Matches
1514,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,32,32,2870,31.9,5,0,5,5,0,0,2,0,3.3,3.3,0.7,3.9,16,101,6,0.16,0,0.16,0.16,0.16,0.1,0.02,0.12,0.1,0.12,Matches
1515,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,31,29,2674,29.7,3,1,4,3,0,0,4,1,1.6,1.6,1,2.6,18,68,6,0.1,0.03,0.13,0.1,0.13,0.05,0.03,0.09,0.05,0.09,Matches
1516,Isaac Lihadji,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2002,13,2,238,2.6,1,3,4,1,0,0,1,0,0.9,0.9,1.2,2.2,15,13,23,0.38,1.13,1.51,0.38,1.51,0.35,0.47,0.82,0.35,0.82,Matches
1517,Anderson Lima,br BRA,MF,Lazio,it Serie A,21,1999,4,0,65,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,3,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
1518,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1519,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,28,26,2355,26.2,0,2,2,0,0,0,4,0,0.2,0.2,0.6,0.8,14,72,3,0,0.08,0.08,0,0.08,0.01,0.02,0.03,0.01,0.03,Matches
1520,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,21,2000,29,26,1976,22,5,4,9,5,0,0,0,0,8,8,5.5,13.5,80,43,154,0.23,0.18,0.41,0.23,0.41,0.37,0.25,0.62,0.37,0.62,Matches
1521,Karol Linetty,pl POL,"MF,FW",Torino,it Serie A,26,1995,16,11,896,10,0,0,0,0,0,0,2,0,0.7,0.7,1.5,2.2,10,22,37,0,0,0,0,0,0.07,0.15,0.23,0.07,0.23,Matches
1522,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,28,1992,16,2,367,4.1,2,0,2,2,0,0,1,0,0.6,0.6,0.3,1,9,13,22,0.49,0,0.49,0.49,0.49,0.16,0.08,0.24,0.16,0.24,Matches
1523,Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,23,1997,34,19,1770,19.7,1,2,3,1,0,0,1,0,1.4,1.4,2.8,4.2,74,82,205,0.05,0.1,0.15,0.05,0.15,0.07,0.14,0.21,0.07,0.21,Matches
1524,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,28,25,2202,24.5,1,1,2,1,0,0,2,0,1.4,1.4,2.7,4.1,79,80,118,0.04,0.04,0.08,0.04,0.08,0.06,0.11,0.17,0.06,0.17,Matches
1525,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,23,1997,30,22,1969,21.9,3,1,4,3,0,0,4,0,1.8,1.8,2.7,4.5,60,97,136,0.14,0.05,0.18,0.14,0.18,0.08,0.13,0.21,0.08,0.21,Matches
1526,Javier Llabrés,es ESP,"FW,MF",Mallorca,es La Liga,18,2002,5,1,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,5,15,0,0,0,0,0,0.08,0.09,0.17,0.08,0.17,Matches
1527,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,28,28,2340,26,3,0,3,3,0,0,7,0,1,1,0.1,1,20,97,1,0.12,0,0.12,0.12,0.12,0.04,0,0.04,0.04,0.04,Matches
1528,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,26,1995,29,29,2447,27.2,0,2,2,0,0,0,5,0,0.7,0.7,2.6,3.3,63,81,181,0,0.07,0.07,0,0.07,0.02,0.1,0.12,0.02,0.12,Matches
1529,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38,38,3420,38,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
1530,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,25,1996,9,2,238,2.6,0,0,0,0,0,0,0,0,0.6,0.6,0.7,1.3,10,8,15,0,0,0,0,0,0.23,0.26,0.49,0.23,0.49,Matches
1531,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,es La Liga,25,1996,16,11,994,11,1,1,2,1,0,0,3,0,1.1,1.1,2.4,3.5,33,68,71,0.09,0.09,0.18,0.09,0.18,0.1,0.22,0.32,0.1,0.32,Matches
