,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,Tackles_Won,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Dribblers_Tackled,Dribblers_Challenged,Dribblers_Tackle_W%,Dribblers_Tackle_Lost,Blocks,Shots_Blocked,Passes_Blocked,Interceptions,Tackles+Interceptions,Clearances,Errors_Shots,Matches
1459,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13.0,18,12,13,3,2,11,25,44.0,14,21,10,11,17,35,56,0,Matches
1460,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,29,1992,11.3,31,18,12,14,5,10,29,34.5,19,11,0,11,5,36,3,0,Matches
1461,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,12,5,4,3,5,3,24,12.5,21,7,1,6,7,19,14,0,Matches
1462,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,6.7,3,1,1,0,2,1,3,33.3,2,3,1,2,1,4,7,0,Matches
1463,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,24,1997,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,Matches
1464,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,de Bundesliga,24,1997,5.7,4,4,0,2,2,2,6,33.3,4,9,2,7,2,6,4,0,Matches
1465,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,20,2000,17.3,36,25,14,17,5,15,25,60.0,10,13,3,10,21,57,23,0,Matches
1466,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,28,1993,19.8,28,15,10,11,7,10,35,28.6,25,16,0,16,19,47,10,0,Matches
1467,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,31.4,33,15,22,10,1,14,20,70.0,6,15,10,5,20,53,64,2,Matches
1468,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,32.1,63,45,35,26,2,32,64,50.0,32,37,22,15,54,117,174,0,Matches
1469,Yasser Larouci,fr FRA,DF,Troyes,fr Ligue 1,20,2001,3.8,6,5,2,4,0,3,3,100.0,0,1,0,1,7,13,5,0,Matches
1470,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,it Serie A,28,1992,13.2,13,7,4,5,4,4,15,26.7,11,16,0,16,3,16,7,0,Matches
1471,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,22.9,15,7,9,5,1,4,12,33.3,8,38,28,10,22,37,121,1,Matches
1472,Bryan Lasme,fr FRA,FW,Arminia,de Bundesliga,22,1998,9.7,6,6,1,2,3,0,3,0.0,3,7,0,7,1,7,9,0,Matches
1473,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,9.4,26,12,6,16,4,8,18,44.4,10,11,2,9,24,50,10,0,Matches
1474,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1475,Toni Lato,es ESP,DF,Valencia,es La Liga,23,1997,6.6,17,12,12,3,2,9,16,56.3,7,6,0,6,8,25,14,0,Matches
1476,Armand Lauriente,fr FRA,"FW,MF",Lorient,fr Ligue 1,22,1998,27.5,33,18,9,16,8,11,30,36.7,19,27,2,25,15,48,3,0,Matches
1477,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,1990,30.7,36,23,20,8,8,21,39,53.8,18,28,4,24,19,55,49,1,Matches
1478,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,27,1993,18.5,28,14,13,15,0,16,26,61.5,10,10,2,8,12,40,16,1,Matches
1479,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,18,2002,0.7,2,1,1,1,0,1,2,50.0,1,2,0,2,0,2,1,0,Matches
1480,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,23,1998,16.1,11,5,4,4,3,1,17,5.9,16,15,0,15,4,15,14,0,Matches
1481,Enzo Le Fée,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,2000,24.4,70,44,25,36,9,41,90,45.6,49,25,1,24,29,99,18,0,Matches
1482,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,31,1989,34.0,61,38,38,19,4,37,62,59.7,25,18,3,15,37,98,50,0,Matches
1483,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,31,1989,9.6,17,8,16,1,0,8,10,80.0,2,9,5,4,14,31,32,0,Matches
1484,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,24,1996,37.0,49,32,36,8,5,28,36,77.8,8,34,22,12,48,97,125,0,Matches
1485,Patrick Leal,us USA,FW,Venezia,it Serie A,18,2003,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1486,Rafael Leão,pt POR,FW,Milan,it Serie A,22,1999,28.9,17,7,3,9,5,10,20,50.0,10,12,1,11,12,29,8,0,Matches
1487,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,25.7,0,0,0,0,0,0,0,,0,1,0,1,1,1,11,1,Matches
1488,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38.0,3,1,3,0,0,3,4,75.0,1,0,0,0,1,4,21,4,Matches
1489,Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28,1993,25.2,58,36,23,29,6,25,92,27.2,67,37,11,26,25,83,23,0,Matches
1490,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,29,1991,5.3,3,2,1,2,0,3,8,37.5,5,4,0,4,4,7,3,0,Matches
1491,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,1998,17.1,18,10,9,7,2,10,15,66.7,5,31,19,12,31,49,74,1,Matches
1492,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,18.9,55,30,26,25,4,15,53,28.3,38,27,10,17,28,83,37,0,Matches
1493,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,1991,30.0,33,24,22,10,1,12,20,60.0,8,30,19,11,31,64,158,0,Matches
1494,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,1993,21.4,32,23,16,12,4,22,44,50.0,22,37,12,25,23,55,63,0,Matches
1495,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,16.0,24,14,9,12,3,8,23,34.8,15,18,0,18,8,32,11,0,Matches
1496,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,2003,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1497,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,21.9,62,35,25,33,4,28,38,73.7,10,32,9,23,48,110,37,0,Matches
1498,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,1987,12.4,35,22,20,14,1,17,41,41.5,24,21,4,17,14,49,24,1,Matches
1499,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,19,2002,1.7,4,1,2,1,1,1,3,33.3,2,1,0,1,2,6,2,0,Matches
1500,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,2003,1.5,3,3,1,2,0,3,8,37.5,5,4,0,4,2,5,6,0,Matches
1501,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,1995,9.2,20,11,11,7,2,8,13,61.5,5,7,3,4,13,33,21,0,Matches
1502,Aaron Lennon,eng ENG,"MF,FW",Burnley,eng Premier League,34,1987,17.2,33,17,10,13,10,10,34,29.4,24,26,4,22,9,42,14,0,Matches
1503,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
1504,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,7.4,29,15,22,6,1,12,21,57.1,9,9,4,5,7,36,21,0,Matches
1505,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,7.0,31,21,17,11,3,12,34,35.3,22,20,4,16,8,39,8,0,Matches
1506,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1507,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,32.7,10,3,0,6,4,5,17,29.4,12,17,2,15,6,16,8,0,Matches
1508,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,de Bundesliga,20,2001,21.8,13,8,3,7,3,3,16,18.8,13,9,0,9,13,26,5,0,Matches
1509,Jamal Lewis,nir NIR,DF,Newcastle Utd,eng Premier League,23,1998,2.9,8,6,6,1,1,3,4,75.0,1,3,2,1,3,11,8,0,Matches
1510,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,5.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1511,Ben Lhassine Kone,ci CIV,MF,Torino,it Serie A,21,2000,0.9,3,3,1,2,0,1,2,50.0,1,0,0,0,1,4,1,0,Matches
1512,Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,18,2003,0.8,0,0,0,0,0,0,0,,0,4,0,4,0,0,0,0,Matches
1513,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,33,1988,22.7,71,43,40,21,10,46,77,59.7,31,12,0,12,21,92,28,0,Matches
1514,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,31.9,24,13,17,6,1,13,24,54.2,11,33,23,10,50,74,158,1,Matches
1515,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,29.7,34,19,21,13,0,15,18,83.3,3,31,21,10,26,60,103,0,Matches
1516,Isaac Lihadji,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2002,2.6,3,3,1,1,1,1,5,20.0,4,1,0,1,2,5,0,0,Matches
1517,Anderson Lima,br BRA,MF,Lazio,it Serie A,21,1999,0.7,2,0,1,1,0,0,2,0.0,2,1,0,1,2,4,1,0,Matches
1518,Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,Matches
1519,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,26.2,16,11,9,7,0,9,14,64.3,5,26,17,9,25,41,96,0,Matches
1520,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,21,2000,22.0,28,13,6,13,9,12,36,33.3,24,30,0,30,24,52,11,1,Matches
1521,Karol Linetty,pl POL,"MF,FW",Torino,it Serie A,26,1995,10.0,14,8,3,4,7,6,18,33.3,12,8,0,8,3,17,2,0,Matches
1522,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,eng Premier League,28,1992,4.1,9,7,4,3,2,2,6,33.3,4,4,0,4,0,9,1,0,Matches
1523,Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,23,1997,19.7,28,16,15,9,4,13,28,46.4,15,15,0,15,13,41,22,0,Matches
1524,Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,54,28,30,18,6,27,45,60.0,18,23,9,14,47,101,50,1,Matches
1525,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,23,1997,21.9,33,19,12,13,8,13,49,26.5,36,19,1,18,15,48,11,0,Matches
1526,Javier Llabrés,es ESP,"FW,MF",Mallorca,es La Liga,18,2002,1.5,2,1,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0,Matches
1527,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,26.0,53,31,32,19,2,33,47,70.2,14,35,17,18,40,93,77,2,Matches
1528,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,26,1995,27.2,51,23,25,22,4,28,43,65.1,15,33,10,23,27,78,44,0,Matches
1529,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38.0,1,1,1,0,0,1,2,50.0,1,0,0,0,1,2,24,3,Matches
1530,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,eng Premier League,25,1996,2.6,8,4,4,2,2,4,10,40.0,6,6,1,5,1,9,0,1,Matches
1531,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,es La Liga,25,1996,11.0,22,12,8,10,4,9,22,40.9,13,4,0,4,5,27,3,0,Matches
1532,Julen Lobete,es ESP,"FW,MF",Real Sociedad,es La Liga,20,2000,3.2,4,3,3,0,1,1,2,50.0,1,6,1,5,1,5,1,0,Matches
1533,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,26,1994,18.7,39,24,16,20,3,14,36,38.9,22,9,1,8,12,51,13,1,Matches
1534,Jürgen Locadia,nl NED,"MF,FW",Brighton,eng Premier League,27,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1535,Jürgen Locadia,nl NED,"FW,MF",Bochum,de Bundesliga,27,1993,4.9,4,2,1,0,3,1,1,100.0,0,1,0,1,1,5,2,0,Matches
1536,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,23,1998,24.0,44,25,21,16,7,21,47,44.7,26,43,21,22,22,66,33,0,Matches
1537,Banzouzi Locko,fr FRA,"MF,DF",Reims,fr Ligue 1,19,2002,11.2,28,19,13,11,4,14,24,58.3,10,20,8,12,14,42,15,0,Matches
1538,Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23,1998,13.1,31,18,14,13,4,11,27,40.7,16,22,4,18,13,44,19,1,Matches
1539,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,eng Premier League,25,1996,15.5,29,10,16,11,2,10,19,52.6,9,15,6,9,11,40,17,0,Matches
1540,Kevin Long,ie IRL,DF,Burnley,eng Premier League,30,1990,4.6,3,2,1,2,0,1,2,50.0,1,4,1,3,1,4,20,0,Matches
1541,Shane Long,ie IRL,FW,Southampton,eng Premier League,34,1987,3.4,9,5,2,4,3,1,1,100.0,0,4,0,4,0,9,2,0,Matches
1542,Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,54,34,18,31,5,24,65,36.9,41,18,6,12,9,63,18,0,Matches
1543,Ademola Lookman,ng NGA,"FW,MF",Leicester City,eng Premier League,23,1997,16.1,32,14,10,13,9,10,28,35.7,18,19,1,18,10,42,4,0,Matches
1544,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,0,0,0,0,0,0,0,,0,0,0,0,3,3,12,3,Matches
1545,David López,es ESP,"MF,DF",Espanyol,es La Liga,31,1989,8.3,18,13,9,8,1,9,16,56.3,7,10,8,2,10,28,25,2,Matches
1546,Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,21,1,Matches
1547,Javi López,es ESP,DF,Alavés,es La Liga,19,2002,5.1,8,6,6,2,0,4,6,66.7,2,7,1,6,4,12,15,0,Matches
1548,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,69,36,40,27,2,35,87,40.2,52,33,7,26,42,111,38,1,Matches
1549,Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,12,1,Matches
1550,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,25,1995,12.9,19,9,6,10,3,10,33,30.3,23,7,0,7,10,29,8,1,Matches
1551,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,19,2002,18.2,53,29,22,24,7,21,53,39.6,32,20,4,16,22,75,17,0,Matches
1552,Samuel Loric,fr FRA,DF,Lorient,fr Ligue 1,21,2000,3.0,7,5,2,3,2,5,8,62.5,3,2,0,2,5,12,9,0,Matches
1553,Anthony Losilla,fr FRA,MF,Bochum,de Bundesliga,35,1986,32.6,65,39,29,30,6,34,69,49.3,35,32,9,23,70,135,53,1,Matches
1554,Jonas Lössl,dk DEN,GK,Brentford,eng Premier League,32,1989,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1555,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,3,3,Matches
1556,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,33,17,21,9,3,16,30,53.3,14,17,4,13,12,45,28,0,Matches
1557,Johaneko Louisjean,fr FRA,DF,Bordeaux,fr Ligue 1,17,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1558,Mamadou Loum,sn SEN,MF,Alavés,es La Liga,24,1996,25.7,49,22,26,22,1,17,45,37.8,28,30,11,19,37,86,68,1,Matches
1559,Imran Louza,ma MAR,MF,Watford,eng Premier League,22,1999,15.7,41,21,18,20,3,16,38,42.1,22,28,6,22,42,83,20,1,Matches
1560,Matteo Lovato,it ITA,DF,Atalanta,it Serie A,21,2000,3.4,5,4,4,1,0,0,1,0.0,1,4,2,2,7,12,8,0,Matches
1561,Matteo Lovato,it ITA,DF,Cagliari,it Serie A,21,2000,13.8,23,15,13,10,0,8,20,40.0,12,21,10,11,28,51,43,0,Matches
1562,Eduard Löwen,de GER,MF,Bochum,de Bundesliga,24,1997,15.7,28,22,12,11,5,10,43,23.3,33,17,2,15,9,37,15,1,Matches
1563,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,32,1989,19.7,38,24,20,10,8,20,37,54.1,17,25,11,14,26,64,68,0,Matches
1564,Anthony Lozano,hn HON,"FW,MF",Cádiz,es La Liga,28,1993,18.6,8,4,2,3,3,5,18,27.8,13,16,2,14,2,10,7,0,Matches
1565,Hirving Lozano,mx MEX,FW,Napoli,it Serie A,26,1995,17.9,28,20,12,11,5,8,30,26.7,22,24,0,24,9,37,9,0,Matches
1566,Jean Lucas,br BRA,MF,Monaco,fr Ligue 1,23,1998,16.1,43,25,14,24,5,17,40,42.5,23,15,5,10,13,56,4,1,Matches
1567,Anderson Lucoqui,ao ANG,DF,Mainz 05,de Bundesliga,24,1997,8.3,22,10,11,6,5,11,22,50.0,11,15,3,12,11,33,10,0,Matches
1568,Florentino Luís,pt POR,MF,Getafe,es La Liga,21,1999,11.0,42,25,22,17,3,17,35,48.6,18,21,2,19,21,63,11,1,Matches
1569,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,35,21,24,10,1,16,34,47.1,18,17,3,14,19,54,37,0,Matches
1570,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,34,1987,30.2,27,17,6,9,12,12,42,28.6,30,29,0,29,4,31,7,0,Matches
1571,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,31,1990,29.7,78,40,42,33,3,32,50,64.0,18,43,21,22,100,178,80,2,Matches
1572,Luismi,es ESP,"FW,MF",Sevilla,es La Liga,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1573,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,23,1998,30.2,59,39,30,24,5,21,72,29.2,51,30,7,23,34,93,28,1,Matches
1574,Romelu Lukaku,be BEL,FW,Chelsea,eng Premier League,28,1993,17.7,2,1,0,1,1,1,5,20.0,4,11,1,10,0,2,20,0,Matches
1575,Castello Lukeba,fr FRA,DF,Lyon,fr Ligue 1,18,2002,23.3,34,19,27,7,0,15,23,65.2,8,18,9,9,38,72,64,2,Matches
1576,Dodi Lukebakio,be BEL,FW,Hertha BSC,de Bundesliga,23,1997,2.0,2,1,2,0,0,1,3,33.3,2,2,0,2,2,4,0,0,Matches
1577,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,de Bundesliga,23,1997,9.8,7,4,3,2,2,1,10,10.0,9,5,0,5,13,20,4,0,Matches
1578,Saša Lukić,rs SRB,MF,Torino,it Serie A,24,1996,33.1,51,34,17,27,7,19,43,44.2,24,34,6,28,24,75,41,0,Matches
1579,Levi Lumeka,eng ENG,"MF,FW",Troyes,fr Ligue 1,22,1998,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0,Matches
1580,Andriy Lunin,ua UKR,GK,Real Madrid,es La Liga,22,1999,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
1581,Andrey Lunyov,ru RUS,GK,Leverkusen,de Bundesliga,29,1991,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1582,Sebastiano Luperto,it ITA,DF,Empoli,it Serie A,24,1996,21.8,29,17,17,10,2,10,20,50.0,10,32,26,6,45,74,132,0,Matches
1583,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,11,4,Matches
1584,Lyanco,br BRA,DF,Southampton,eng Premier League,24,1997,10.1,18,15,11,7,0,10,18,55.6,8,18,13,5,13,31,50,1,Matches
1585,Charalambos Lykogiannis,gr GRE,"DF,FW",Cagliari,it Serie A,27,1993,20.2,19,12,16,1,2,11,20,55.0,9,18,8,10,31,50,73,0,Matches
1586,Yannis M'Bemba,fr FRA,"DF,FW",Nantes,fr Ligue 1,20,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1587,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,22,1998,23.6,65,40,23,30,12,29,68,42.6,39,37,7,30,13,78,22,0,Matches
1588,Deiver Machado,co COL,"DF,MF",Lens,fr Ligue 1,27,1993,5.8,16,14,11,1,4,12,14,85.7,2,9,1,8,3,19,12,1,Matches
1589,Darwin Machís,ve VEN,"MF,FW",Granada,es La Liga,28,1993,15.3,23,13,11,8,4,9,23,39.1,14,10,0,10,15,38,17,0,Matches
1590,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1998,17.0,41,22,24,14,3,16,42,38.1,26,18,4,14,18,59,27,0,Matches
1591,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,24,1996,27.3,40,20,8,24,8,14,46,30.4,32,18,3,15,11,51,12,0,Matches
1592,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,2,Matches
1593,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,24,1997,32.7,84,47,48,28,8,38,69,55.1,31,30,13,17,46,130,74,0,Matches
1594,Louis Mafouta,cf CTA,FW,Metz,fr Ligue 1,27,1994,5.8,0,0,0,0,0,0,5,0.0,5,1,0,1,0,0,4,0,Matches
1595,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,23,1998,31.3,58,32,20,32,6,31,77,40.3,46,30,5,25,29,87,33,0,Matches
1596,Matej Maglica,hr CRO,MF,Stuttgart,de Bundesliga,22,1998,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1597,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,36,1984,3.0,5,4,4,1,0,1,9,11.1,8,3,1,2,1,6,3,0,Matches
1598,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,25,1995,5.9,10,7,5,5,0,8,16,50.0,8,5,3,2,10,20,46,0,Matches
1599,Giangiacomo Magnani,it ITA,DF,Sampdoria,it Serie A,25,1995,2.7,4,2,4,0,0,1,1,100.0,0,2,2,0,7,11,12,0,Matches
1600,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,23,1998,16.3,50,34,27,20,3,22,50,44.0,28,14,3,11,25,75,13,0,Matches
1601,Yohann Magnin,fr FRA,"MF,DF",Clermont Foot,fr Ligue 1,24,1997,19.1,53,31,22,26,5,24,42,57.1,18,17,7,10,20,73,36,0,Matches
1602,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,28,1993,27.9,34,21,22,8,4,19,31,61.3,12,36,29,7,32,66,101,3,Matches
1603,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,30,1991,16.6,11,3,5,4,2,5,19,26.3,14,15,1,14,6,17,6,0,Matches
1604,Arne Maier,de GER,MF,Augsburg,de Bundesliga,22,1999,20.7,20,13,6,10,4,8,26,30.8,18,18,1,17,15,35,13,0,Matches
1605,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,25,1996,14.1,47,28,29,13,5,24,48,50.0,24,20,7,13,14,61,18,0,Matches
1606,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32.0,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,4,2,Matches
1607,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,eng Premier League,23,1997,3.0,8,4,5,3,0,2,4,50.0,2,2,0,2,4,12,4,0,Matches
1608,Ainsley Maitland-Niles,eng ENG,DF,Roma,it Serie A,23,1997,5.4,8,6,5,0,3,5,14,35.7,9,7,0,7,6,14,7,0,Matches
1609,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
1610,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,fr Ligue 1,29,1991,3.6,5,3,2,3,0,5,10,50.0,5,2,0,2,0,5,1,0,Matches
1611,Lovro Majer,hr CRO,"MF,FW",Rennes,fr Ligue 1,23,1998,20.4,32,21,9,14,9,11,42,26.2,31,26,2,24,11,43,9,0,Matches
1612,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,23,1998,26.1,30,21,7,17,6,15,29,51.7,14,26,6,20,19,49,17,0,Matches
1613,Béni Makouana,cg CGO,"FW,MF",Montpellier,fr Ligue 1,18,2002,3.6,2,2,0,0,2,0,1,0.0,1,1,0,1,3,5,2,0,Matches
1614,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,26,1995,32.6,56,32,24,26,6,18,49,36.7,31,42,13,29,71,127,41,0,Matches
1615,Nikola Maksimović,rs SRB,DF,Genoa,it Serie A,29,1991,12.4,14,6,10,4,0,7,9,77.8,2,17,11,6,12,26,61,1,Matches
1616,Kévin Malcuit,ma MAR,"DF,MF",Napoli,it Serie A,30,1991,3.2,4,2,4,0,0,2,2,100.0,0,3,0,3,8,12,6,0,Matches
1617,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,8,3,4,3,1,2,6,33.3,4,4,0,4,1,9,0,0,Matches
1618,Youssef Maleh,ma MAR,MF,Fiorentina,it Serie A,22,1998,11.3,27,16,8,13,6,12,25,48.0,13,14,1,13,6,33,2,0,Matches
1619,Donyell Malen,nl NED,FW,Dortmund,de Bundesliga,22,1999,18.7,13,10,4,5,4,7,13,53.8,6,10,0,10,10,23,11,0,Matches
1620,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,28,1993,17.7,18,10,3,10,5,5,19,26.3,14,27,3,24,5,23,1,0,Matches
1621,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,30,1991,20.3,45,25,24,19,2,16,31,51.6,15,23,9,14,20,65,53,0,Matches
1622,Lennard Maloney,us USA,DF,Dortmund,de Bundesliga,21,1999,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
1623,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,25,1995,12.7,37,17,16,18,3,15,42,35.7,27,20,8,12,18,55,15,0,Matches
1624,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,1,Matches
1625,Rey Manaj,al ALB,FW,Spezia,it Serie A,24,1997,19.6,19,12,3,11,5,6,26,23.1,20,16,0,16,4,23,13,0,Matches
1626,Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,21,1999,8.9,18,12,8,7,3,9,21,42.9,12,5,2,3,5,23,6,0,Matches
